Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
37190000,1.9606409,4239.75,1225.4326411935476,-0.017203743,-0.5,-0.5,1.0
37200000,1.952097,2894.3333333333335,1225.091356917155,-0.03120693,-0.3333333333333333,-0.3333333333333333,1.0
37210000,1.9600031,2975.5,1225.6715048151395,-0.009087711,0.6666666666666666,0.6666666666666666,1.0
37220000,1.9661008,3518.75,1225.9186235203736,-0.014035258,0.0,0.0,1.0
37230000,1.9645915,5999.0,1225.4153518626506,-0.003300304,-0.5,-0.5,1.0
37240000,1.9785489,2454.0,1225.5383286996737,0.02551733,-0.3333333333333333,-0.3333333333333333,1.0
37250000,1.9816616,5999.0,1224.9125690976966,-0.030984,-1.0,-1.0,1.0
37260000,1.9856116,2958.5,1225.4128601756238,-0.008256872,0.0,0.0,1.0
37270000,1.9461868,4272.666666666667,1224.9058193770627,-0.012058913,-0.6666666666666666,-0.6666666666666666,1.0
37280000,1.9351289,1178.0,1223.9003991818033,-0.07120006,-1.0,-1.0,1.0
37290000,1.9143242,5999.0,1223.90518360894,-0.018240603,0.0,0.0,1.0
37300000,1.9729003,486.3333333333333,1224.4118420500236,0.116744995,0.6666666666666666,0.6666666666666666,1.0
37310000,1.9899954,2924.0,1224.9128707772807,0.070011534,0.0,0.0,1.0
37320000,1.9948056,2303.75,1225.786642247754,0.08902355,0.75,0.75,1.0
37330000,2.0104833,4837.5,1226.6585094895972,0.012369259,0.0,0.0,1.0
37340000,2.0357976,5865.0,1226.9006341914862,0.022574043,0.5,0.5,1.0
37350000,2.0109777,4278.666666666667,1226.5547782145752,-0.0025375644,-0.3333333333333333,-0.3333333333333333,1.0
37360000,2.012057,None,None,-0.003620974,None,None,1.0
37370000,2.0062666,5999.0,1226.3812336353153,-0.0029625134,0.0,0.0,1.0
37380000,1.9970909,5999.0,1226.2085883062832,-0.0038584895,-0.3333333333333333,-0.3333333333333333,1.0
37390000,2.0145037,5999.0,1225.8688447422771,0.029430175,0.0,0.0,1.0
37400000,2.0199993,5999.0,1225.8657031582447,0.031472504,0.0,0.0,1.0
37410000,2.0171678,5999.0,1225.8622897041214,0.031109761,0.0,0.0,1.0
37420000,2.0162432,5999.0,1225.8491153168059,0.024462244,0.0,0.0,1.0
37430000,1.9977287,5011.0,1226.3386033031104,0.05221719,0.5,0.5,1.0
37440000,2.0291479,5402.0,1226.5724954021412,0.019584559,0.0,0.0,1.0
37450000,2.0346777,5999.0,1226.317089228342,9.83174e-06,0.0,0.0,1.0
37460000,2.0433798,None,None,-3.8825907e-05,None,None,1.0
37470000,2.0178804,5999.0,1226.3154327518696,-0.0067385016,None,None,1.0
37480000,2.0030072,5166.333333333333,1226.142187262302,-0.014147064,0.0,0.0,1.0
37490000,2.0371978,5999.0,1225.798942044281,-0.013799867,-0.16666666666666666,-0.16666666666666666,1.0
37500000,2.0325787,None,None,0.0018793916,None,None,1.0
37510000,2.028037,2183.0,1226.2936730229994,0.02041007,1.0,1.0,1.0
37520000,2.0355768,2848.5,1226.290454817324,0.0026239713,0.0,0.0,1.0
37530000,2.040449,4719.0,1226.2906116089778,0.0019188569,0.0,0.0,1.0
37540000,2.037494,4409.166666666667,1226.2037118991661,0.00087204354,-0.16666666666666666,-0.16666666666666666,1.0
37550000,2.0301363,None,None,0.0042625996,None,None,1.0
37560000,1.9887416,4288.5,1226.0344397176018,-0.020516884,0.0,0.0,1.0
37570000,1.9650058,None,None,-0.021347769,1.0,1.0,1.0
37580000,1.9917554,4906.0,1226.1556785057041,0.031616762,0.0,0.0,1.0
37590000,1.9585911,4734.5,1226.0271567763048,0.028616626,-0.2,-0.2,1.0
37600000,1.8468133,5999.0,1225.775312694789,-0.023608988,0.0,0.0,1.0
37610000,1.8037204,None,None,0.052116234,None,None,1.0
37620000,1.8230389,5999.0,1225.7748080626704,0.022973232,0.0,0.0,1.0
37630000,1.8209555,5999.0,1226.2750045994749,-0.005572021,0.6666666666666666,0.6666666666666666,1.0
37640000,1.8659238,4657.0,1225.76914239328,-0.023977382,-0.6666666666666666,-0.6666666666666666,1.0
37650000,2.0097904,5999.0,1225.7597726541737,-0.0054571023,0.0,0.0,1.0
37660000,2.0301511,5999.0,1225.7559053608422,-0.0008663678,0.0,0.0,1.0
37670000,1.9865555,None,None,-0.0004910572,None,None,1.0
37680000,1.9699069,5999.0,1225.7568421256176,-0.014586332,0.0,0.0,1.0
37690000,1.9705818,4161.666666666667,1225.2561478176788,-0.013023703,-0.5,-0.5,1.0
37700000,2.015424,392.6,1225.5552772918861,0.012536278,0.0,0.0,1.0
37710000,1.9872258,1520.0,1225.002112563167,-0.030861909,-0.5,-0.5,1.0
37720000,2.01081,606.0,1225.2518548057121,0.004693522,1.0,1.0,1.0
37730000,2.0157828,4568.0,1225.2525137853063,0.0066699805,0.0,0.0,1.0
37740000,2.0041547,5999.0,1225.2525137853063,0.025525713,None,None,1.0
37750000,1.9538468,5998.6,1225.2526275221098,0.019052027,0.0,0.0,1.0
37760000,1.9187493,1878.5,1225.2531768030972,0.07467325,0.0,0.0,1.0
37770000,1.864619,5999.0,1225.2531768030972,0.027513826,0.0,0.0,1.0
37780000,1.86984,5797.0,1225.5002809506823,0.06058078,0.0,0.0,1.0
37790000,1.8933685,None,None,0.01757533,1.0,1.0,1.0
37800000,1.9044499,5999.0,1225.5724004946144,0.016134122,-0.3333333333333333,-0.3333333333333333,1.0
37810000,1.9382317,5781.0,1225.7371442729104,0.025884269,0.0,0.0,1.0
37820000,1.9560525,3202.0,1226.1516959241858,0.03993156,0.4,0.4,1.0
37830000,1.9487557,3718.0,1225.7339972691675,-0.02808302,-0.5,-0.5,1.0
37840000,1.9700918,3661.5,1225.7328150949104,0.022492234,0.5,0.5,1.0
37850000,1.9882916,5999.0,1225.7286555513463,-0.009625928,0.0,0.0,1.0
37860000,1.9850156,None,None,-0.009616084,0.0,0.0,1.0
37870000,1.9797534,5999.0,1225.7267203110148,0.0030019213,0.0,0.0,1.0
37880000,1.9741223,5999.0,1225.5586834746184,-0.0068962164,-0.3333333333333333,-0.3333333333333333,1.0
37890000,1.9740059,5101.5,1225.3499101467605,0.006229809,0.25,0.25,1.0
37900000,1.977529,1233.0,1225.7264363670665,0.020545593,0.0,0.0,1.0
37910000,1.9508891,1191.0,1225.7267246209803,0.023784705,0.0,0.0,1.0
37920000,1.9823679,3946.0,1226.2282340558438,0.027112836,None,None,1.0
37930000,2.022741,None,None,0.02992988,1.0,1.0,1.0
37940000,1.9982833,5266.4,1226.2256373584473,0.0054298197,0.0,0.0,1.0
37950000,2.0109491,5999.0,1226.2231924565742,0.0050888183,None,None,1.0
37960000,2.0164385,5999.0,1226.2233142494497,0.0041660937,0.0,0.0,1.0
37970000,2.0159779,4984.0,1226.2197858653378,0.0038572557,0.0,0.0,1.0
37980000,2.0162117,3233.5,1225.968336571119,0.002549205,-0.5,-0.5,1.0
37990000,2.0042396,5999.0,1225.717043616876,0.0013249228,0.0,0.0,1.0
38000000,2.0289516,5999.0,1225.716844312774,-0.00034547597,0.0,0.0,1.0
38010000,2.0170207,5999.0,1225.7178722834867,-0.00085435604,0.0,0.0,1.0
38020000,2.0044556,None,None,0.0066266046,None,None,1.0
38030000,2.0168328,None,None,0.01906378,None,None,1.0
38040000,1.9959588,5999.0,1225.7189893459497,0.016108347,0.0,0.0,1.0
38050000,1.9855343,5999.0,1225.7193073322958,0.016802898,0.0,0.0,1.0
38060000,2.0195546,5999.0,1225.7197861077248,0.01403377,0.0,0.0,1.0
38070000,2.0284748,5999.0,1225.7210756253853,0.015123877,0.5,0.5,1.0
38080000,2.0438933,None,None,0.0004326318,None,None,1.0
38090000,2.043993,5999.0,1225.7215059910177,0.0013340365,0.0,0.0,1.0
38100000,2.0072243,2302.25,1225.720395859813,0.00976974,0.0,0.0,1.0
38110000,1.986188,1571.0,1225.7185985041751,0.011135249,0.0,0.0,1.0
38120000,1.9871879,1193.0,1226.2183151765666,0.014663798,0.3333333333333333,0.3333333333333333,1.0
38130000,1.9933302,3594.0,1226.7162240493483,0.015273936,0.0,0.0,1.0
38140000,2.0118222,5738.0,1227.2136334331265,0.020763133,1.0,1.0,1.0
38150000,2.0156882,5999.0,1227.2113777317404,0.0054886616,0.0,0.0,1.0
38160000,2.0001035,5460.0,1227.2087293027823,0.005024641,0.0,0.0,1.0
38170000,2.0229626,3019.0,1227.704822720248,0.016778756,0.5,0.5,1.0
38180000,2.0214715,5999.0,1227.7027705483597,0.00540172,0.0,0.0,1.0
38190000,2.0217254,5999.0,1227.6999133971947,0.0074081095,None,None,1.0
38200000,2.0177271,5999.0,1227.694721288205,0.025656143,0.0,0.0,1.0
38210000,2.0056903,5999.0,1227.691820127776,0.020051451,0.0,0.0,1.0
38220000,1.9987748,5999.0,1227.6888438374058,0.035449095,0.0,0.0,1.0
38230000,2.0143244,5999.0,1228.185410625918,0.017673708,1.0,1.0,1.0
38240000,2.0070655,None,None,0.004896323,None,None,1.0
38250000,2.0149128,3997.3333333333335,1228.185410625918,0.0003696564,-0.3333333333333333,-0.3333333333333333,1.0
38260000,2.0404081,5999.0,1228.1727425878203,0.005126197,0.0,0.0,1.0
38270000,2.0405056,5999.0,1228.1619934538767,0.004564426,0.0,0.0,1.0
38280000,2.020587,None,None,0.0038317766,None,None,1.0
38290000,2.0272412,None,None,0.0036023487,None,None,1.0
38300000,2.042468,1037.25,1228.1440291177948,0.0030598752,0.0,0.0,1.0
38310000,2.0394921,1650.0,1228.1329821390784,0.0037636973,0.0,0.0,1.0
38320000,2.0264084,2768.0,1228.1269468836551,0.00209574,0.0,0.0,1.0
38330000,2.035225,None,None,0.0028057694,None,None,1.0
38340000,2.02014,None,None,0.0032798569,None,None,1.0
38350000,2.0272686,5999.0,1228.117797598011,0.003968182,0.0,0.0,1.0
38360000,2.0155056,4916.5,1228.1033582493135,0.0037532025,0.0,0.0,1.0
38370000,2.0242655,5999.0,1228.093265805061,0.004378528,0.0,0.0,1.0
38380000,2.0065193,5999.0,1228.089896361224,0.0032342852,0.0,0.0,1.0
38390000,2.0233111,None,None,0.0036102613,None,None,1.0
38400000,2.0222692,5999.0,1228.0873352946705,0.0032619913,0.0,0.0,1.0
38410000,2.0018356,5999.0,1228.0822766348579,0.003185579,0.0,0.0,1.0
38420000,2.0155408,5999.0,1228.0738917216881,0.0027368823,0.0,0.0,1.0
38430000,2.0085404,5999.0,1228.0710405780808,0.0025205475,0.0,0.0,1.0
38440000,2.0227194,None,None,0.0027993806,None,None,1.0
38450000,2.0070891,5999.0,1228.0691026603836,0.0025245403,0.0,0.0,1.0
38460000,1.9959766,5999.0,1228.0621112635797,0.0023129014,0.0,0.0,1.0
38470000,2.0130873,5999.0,1228.056836173423,0.0024765898,0.0,0.0,1.0
38480000,2.018864,5999.0,1228.051845322525,0.002192454,0.0,0.0,1.0
38490000,2.0305228,None,None,0.002011668,None,None,1.0
38500000,2.0128891,None,None,0.00067256996,None,None,1.0
38510000,1.985979,1490.8,1228.046847639815,0.0017057408,0.0,0.0,1.0
38520000,2.0019364,2601.5,1228.0427135656169,0.0015432051,0.0,0.0,1.0
38530000,2.0196176,4179.5,1228.038799267933,0.0010617665,0.0,0.0,1.0
38540000,2.0189786,None,None,0.00055939157,None,None,1.0
38550000,2.007806,3340.0,1228.033601702352,0.00020306627,0.0,0.0,1.0
38560000,1.9807314,5999.0,1228.033601702352,0.0014701145,0.0,0.0,1.0
38570000,2.017877,5999.0,1228.0311080970814,0.0014803741,0.0,0.0,1.0
38580000,2.0131848,5619.333333333333,1228.3610675405607,0.0021812045,0.3333333333333333,0.3333333333333333,1.0
38590000,2.0166423,None,None,0.0032358814,None,None,1.0
38600000,2.0133255,None,None,0.00398204,None,None,1.0
38610000,2.0010316,5999.0,1228.5228615047931,0.0031161057,0.0,0.0,1.0
38620000,2.0183537,4881.6,1228.7142045049131,0.0039459867,0.25,0.25,1.0
38630000,2.0217755,5999.0,1229.0080246334471,0.010372736,0.0,0.0,1.0
38640000,2.0203123,5999.0,1229.0056645097416,0.0091728205,0.0,0.0,1.0
38650000,2.0299685,5999.0,1229.003304386036,0.008615353,0.0,0.0,1.0
38660000,2.0308828,None,None,0.008845495,None,None,1.0
38670000,2.0311718,5999.0,1228.998449038583,0.0067144698,0.0,0.0,1.0
38680000,2.0220597,5999.0,1228.9895033019611,0.005676206,0.0,0.0,1.0
38690000,2.0104375,4509.333333333333,1228.6541642100722,-0.0037343085,-0.3333333333333333,-0.3333333333333333,1.0
38700000,2.0319989,785.0,1228.4828695189005,0.0032746687,0.0,0.0,1.0
38710000,2.014205,974.0,1228.4828695189005,0.003246999,0.0,0.0,1.0
38720000,2.0259495,2802.6666666666665,1228.472510440097,0.0016331219,0.0,0.0,1.0
38730000,2.0331063,3900.0,1228.4638461695133,0.0018067388,0.0,0.0,1.0
38740000,2.0187237,4536.5,1228.459849149298,0.0010556442,0.0,0.0,1.0
38750000,2.0110676,None,None,0.00077112427,None,None,1.0
38760000,1.9904999,2240.0,1228.9543170226534,-0.030672092,1.0,1.0,1.0
38770000,2.0110533,5999.0,1228.5712682970266,-0.053111754,-0.25,-0.25,1.0
38780000,2.011415,5999.0,1228.4435325363975,-0.00038234197,0.0,0.0,1.0
38790000,1.9964564,5999.0,1228.4416952584777,0.0016518201,0.0,0.0,1.0
38800000,2.0155766,None,None,0.0018140565,None,None,1.0
38810000,2.0061166,5999.0,1228.4358260871315,0.0016830405,0.0,0.0,1.0
38820000,1.978045,5999.0,1228.429853834653,0.0013856038,0.0,0.0,1.0
38830000,1.9739549,5999.0,1228.4253176576383,0.030149553,0.0,0.0,1.0
38840000,1.9805752,5999.0,1228.4214580001174,0.069548786,0.0,0.0,1.0
38850000,1.9656467,None,None,0.04272366,0.0,0.0,1.0
38860000,1.9984976,4407.0,1228.916793736124,0.037904218,1.0,1.0,1.0
38870000,1.9949383,5999.0,1228.913023777202,-0.0010808097,0.0,0.0,1.0
38880000,1.989769,5999.0,1228.9082982336206,-0.0015953341,0.0,0.0,1.0
38890000,2.0245767,5999.0,1228.902569184434,-0.0007914662,0.0,0.0,1.0
38900000,2.0013018,5999.0,1228.8963668982005,0.0009937587,0.0,0.0,1.0
38910000,2.025201,1294.0,1228.390386339087,-0.060371913,-0.5,-0.5,1.0
38920000,2.0180776,3389.0,1228.3836116585244,0.0018337327,0.0,0.0,1.0
38930000,1.9883909,4406.5,1228.3756454280897,-0.006414645,0.0,0.0,1.0
38940000,1.9964947,2548.0,1228.3700079274188,-0.009727389,0.0,0.0,1.0
38950000,2.0093195,5958.0,1227.8671664842932,-0.011086078,-0.5,-0.5,1.0
38960000,2.0063367,5997.5,1227.8640958536973,0.005940142,0.0,0.0,1.0
38970000,2.0113022,5999.0,1227.8645118130166,-0.011837349,None,None,1.0
38980000,2.0011096,4567.666666666667,1227.5291691978157,-0.015434469,-0.3333333333333333,-0.3333333333333333,1.0
38990000,1.9914058,5999.0,1227.3625188375208,-0.01076476,0.0,0.0,1.0
39000000,1.9782562,5999.0,1227.3625188375208,-0.0055845166,0.0,0.0,1.0
39010000,1.9831427,5999.0,1227.3609512045407,0.022666123,0.0,0.0,1.0
39020000,1.9984518,5999.0,1227.362624668493,0.020404954,None,None,1.0
39030000,2.000262,5999.0,1227.3639612710178,0.019955773,0.0,0.0,1.0
39040000,2.0154884,5999.0,1227.362411090087,0.016290825,0.0,0.0,1.0
39050000,2.0174704,5999.0,1227.3630039582954,0.0020599687,0.0,0.0,1.0
39060000,2.012442,2830.0,1227.3630039582954,0.005839278,1.0,1.0,1.0
39070000,2.0202253,None,None,0.0010268046,None,None,1.0
39080000,2.0186427,5999.0,1227.3630039582954,0.020484054,0.0,0.0,1.0
39090000,2.0209756,5999.0,1227.3622330119074,0.022256222,0.0,0.0,1.0
39100000,2.0057652,936.0,1227.357488782809,0.00019267137,0.0,0.0,1.0
39110000,2.016504,978.0,1227.3574138554345,-0.012950385,0.0,0.0,1.0
39120000,2.0151224,2101.0,1226.8584392108587,-0.020166678,-1.0,-1.0,1.0
39130000,2.0051491,3479.6666666666665,1226.8636249460658,0.0016116216,0.0,0.0,1.0
39140000,2.0236378,4377.333333333333,1227.366551698551,0.010766159,0.3333333333333333,0.3333333333333333,1.0
39150000,1.9806736,4466.0,1227.1902324986152,0.0011028558,0.0,0.0,1.0
39160000,1.9711064,4014.5,1227.1044505608575,0.057434723,0.0,0.0,1.0
39170000,1.9631991,3263.0,1226.857266876428,0.013451201,-1.0,-1.0,1.0
39180000,1.986317,5999.0,1226.8602832145632,0.013940437,0.0,0.0,1.0
39190000,1.9955866,5999.0,1226.859440608411,0.010963587,0.0,0.0,1.0
39200000,1.9864571,4438.0,1226.859440608411,0.019964756,0.5,0.5,1.0
39210000,1.994304,4533.25,1227.3599058029858,0.03942456,0.5,0.5,1.0
39220000,1.9914513,5999.0,1227.360772653516,-0.00087947585,0.0,0.0,1.0
39230000,2.0083566,5999.0,1227.3612570601456,0.014750707,0.0,0.0,1.0
39240000,2.0091407,5999.0,1227.361249041407,0.01604909,0.0,0.0,1.0
39250000,2.0002153,5999.0,1227.6112124367155,0.026471382,0.5,0.5,1.0
39260000,1.9996269,4712.25,1227.610469364171,-0.0029872477,-0.25,-0.25,1.0
39270000,2.0042634,3544.5,1227.11356958842,-0.02635538,-0.5,-0.5,1.0
39280000,2.018502,5999.0,1226.8640824929203,-0.014251891,None,None,1.0
39290000,2.0082011,4536.333333333333,1227.03352939882,-0.011512154,0.0,0.0,1.0
39300000,1.9586626,119.0,1227.3693414190539,-0.008097953,0.5,0.5,1.0
39310000,1.9570551,1822.3333333333333,1227.8695454323,0.024125641,0.3333333333333333,0.3333333333333333,1.0
39320000,1.9624364,2318.5,1227.8704038992946,0.0033124213,0.0,0.0,1.0
39330000,1.9519417,4716.0,1227.870611429401,0.00267836,None,None,1.0
39340000,1.9568249,5216.0,1227.8714902172578,-0.016758315,0.0,0.0,1.0
39350000,1.9774666,5498.0,1228.1214783066,-0.00703876,0.5,0.5,1.0
39360000,1.9969081,5999.0,1227.5371404062198,-0.024533808,-1.0,-1.0,1.0
39370000,2.0139604,None,None,-0.0017301899,0.0,0.0,1.0
39380000,2.0197148,5999.0,1227.3721321467692,-0.0024063685,0.0,0.0,1.0
39390000,2.007554,5952.333333333333,1227.3756063478909,-0.0019501854,0.0,0.0,1.0
39400000,2.0005703,5999.0,1227.3785270716699,-0.0037467168,0.0,0.0,1.0
39410000,1.9799877,5625.5,1226.8780852833943,-0.020329019,-0.5,-0.5,1.0
39420000,1.9899876,5999.0,1226.8792880924348,-0.002063904,0.0,0.0,1.0
39430000,1.9926414,5999.0,1226.8811253372398,-0.022145119,0.0,0.0,1.0
39440000,1.9997545,4235.5,1226.3825241358213,-0.019480407,-0.5,-0.5,1.0
39450000,1.9950106,5999.0,1226.3862481550618,0.009287427,0.0,0.0,1.0
39460000,1.9871968,5999.0,1226.3909618290236,0.012343807,0.0,0.0,1.0
39470000,1.9926792,5999.0,1225.895432622506,0.009672127,-0.5,-0.5,1.0
39480000,2.009571,5999.0,1225.8973240037112,0.016516324,0.0,0.0,1.0
39490000,2.013326,5999.0,1226.3993042574818,0.017858319,0.5,0.5,1.0
39500000,2.0224168,1348.5,1227.0267924188302,0.003400905,0.5,0.5,1.0
39510000,2.0326505,595.0,1227.9005683311984,0.0047597173,0.5,0.5,1.0
39520000,2.0072155,1866.0,1228.23231109337,0.023228705,0.3333333333333333,0.3333333333333333,1.0
39530000,1.9876595,None,None,0.024375064,None,None,1.0
39540000,1.9927328,4895.0,1228.3949009140254,0.020980403,0.0,0.0,1.0
39550000,2.0055616,5999.0,1228.3898240676313,0.037150852,0.0,0.0,1.0
39560000,1.9751666,2188.0,1227.7238494617507,0.011561022,-0.5,-0.5,1.0
39570000,1.9837017,5999.0,1227.3924022954502,0.01915291,0.5,0.5,1.0
39580000,1.9933599,None,None,0.024796074,None,None,1.0
39590000,1.9837389,5488.0,1227.8904703395913,0.051959276,1.0,1.0,1.0
39600000,2.0274959,5976.666666666667,1227.8879059954977,0.007832354,0.0,0.0,1.0
39610000,2.0190895,5999.0,1227.887766264429,0.007169304,0.0,0.0,1.0
39620000,2.0241797,5999.0,1227.887817306471,0.0067889392,None,None,1.0
39630000,2.0014243,3050.0,1228.1388203441245,0.024869062,0.3333333333333333,0.3333333333333333,1.0
39640000,1.9607785,None,None,0.029927477,None,None,1.0
39650000,1.975036,5999.0,1228.8879436585582,0.035046417,0.3333333333333333,0.3333333333333333,1.0
39660000,1.9779651,3424.5,1229.1359893852514,0.024810228,-1.0,-1.0,1.0
39670000,2.0235739,5999.0,1229.3798120825745,0.01679019,0.3333333333333333,0.3333333333333333,1.0
39680000,2.0073328,5999.0,1229.3740870433103,0.0041564004,0.0,0.0,1.0
39690000,2.0067356,None,None,0.0058191097,None,None,1.0
39700000,2.0193098,1700.3333333333333,1229.611241250985,0.010307227,0.0,0.0,1.0
39710000,1.9948288,1725.75,1229.8476030013835,0.003530815,0.0,0.0,1.0
39720000,1.9579396,None,None,-1.8161441e-05,0.0,0.0,1.0
39730000,1.8958124,3334.0,1230.16855891732,-0.03779539,0.5,0.5,1.0
39740000,1.8730915,4292.0,1230.0768191851341,0.015335024,0.0,0.0,1.0
39750000,1.9185271,5227.5,1230.5682023184609,0.008573458,0.5,0.5,1.0
39760000,1.9007411,4387.5,1230.562666984329,0.0043838024,-1.0,-1.0,1.0
39770000,1.9072688,1395.0,1230.3059801516167,0.0011931553,0.0,0.0,1.0
39780000,1.9125549,5411.0,1230.5499391464537,0.0083106775,0.5,0.5,1.0
39790000,1.920281,5937.0,1230.2971837691798,0.0011105379,None,None,1.0
39800000,1.9494461,5091.5,1230.3710663955646,-0.0061230795,0.0,0.0,1.0
39810000,1.9204979,507.0,1231.2660414856143,0.016373022,0.5,0.5,1.0
39820000,1.9275753,3320.0,1231.514685553375,0.021281416,1.0,1.0,1.0
39830000,1.9180131,5999.0,1231.7545678332872,0.023148827,0.0,0.0,1.0
39840000,1.9088563,740.5,1232.4931734516997,0.033191778,0.6666666666666666,0.6666666666666666,1.0
39850000,1.8863565,5667.75,1232.4721904001124,0.047228374,0.0,0.0,1.0
39860000,1.9304695,5078.0,1233.205270354913,0.058819033,0.5,0.5,1.0
39870000,1.9484434,5999.0,1233.1991449814764,0.0110198315,0.0,0.0,1.0
39880000,1.9524977,5999.0,1233.1991449814764,0.01015063,0.0,0.0,1.0
39890000,1.9253924,5999.0,1233.1907505319145,0.025357291,0.0,0.0,1.0
39900000,1.9224857,1434.1666666666667,1233.1907505319143,0.0045614,-0.5,-0.5,1.0
39910000,1.9509399,1856.0,1233.684032220915,0.017412024,1.0,1.0,1.0
39920000,1.9642339,1602.0,1233.684032220915,-0.009059333,0.0,0.0,1.0
39930000,1.977654,2637.3333333333335,1233.5108880506475,-0.006470977,0.0,0.0,1.0
39940000,1.973724,3174.5,1233.163289428829,0.0022887003,0.5,0.5,1.0
39950000,1.9562454,5994.333333333333,1233.1543057494123,-0.00074530597,0.0,0.0,1.0
39960000,1.9749377,5999.0,1233.1475065380716,0.019164268,0.0,0.0,1.0
39970000,1.9991122,4846.0,1233.141519778809,0.011955938,0.0,0.0,1.0
39980000,1.9965116,None,None,0.0082980925,None,None,1.0
39990000,1.9897008,5999.0,1233.6319673594317,0.006828016,0.3333333333333333,0.3333333333333333,1.0
40000000,1.967891,4250.666666666667,1233.5225981105107,0.017484253,0.0,0.0,1.0
40010000,1.9571569,5999.0,1233.5854743306631,0.00835913,0.0,0.0,1.0
40020000,1.9619155,4509.0,1234.3221369334042,0.011120982,1.0,1.0,1.0
40030000,1.9637578,1207.0,1235.0566802179876,0.013753211,1.0,1.0,1.0
40040000,1.9489871,5999.0,1235.0498809478452,-0.00078497065,0.0,0.0,1.0
40050000,1.9441376,3554.5,1234.7868205606565,-0.033124678,-0.5,-0.5,1.0
40060000,1.955714,5325.0,1234.681881027608,0.020727698,0.0,0.0,1.0
40070000,1.9294933,3417.5,1234.7359763386776,0.030864196,0.3333333333333333,0.3333333333333333,1.0
40080000,1.9292474,5999.0,1235.4718505075814,0.03588972,1.0,1.0,1.0
40090000,1.9464751,None,None,0.027483573,None,None,1.0
40100000,1.9504097,839.2,1235.0408540736407,0.022079479,-0.4,-0.4,1.0
40110000,1.9600812,934.8,1234.7933557411102,0.03935192,0.4,0.4,1.0
40120000,1.954994,2399.0,1235.3615733163654,0.033966485,-0.5,-0.5,1.0
40130000,1.9454304,None,None,0.030290913,None,None,1.0
40140000,1.9316835,3155.0,1235.848659685624,0.03468593,1.0,1.0,1.0
40150000,1.9407903,5999.0,1236.5879726836874,0.031049132,1.0,1.0,1.0
40160000,1.969447,3775.8,1237.2847340212863,0.040970847,0.5,0.5,1.0
40170000,1.9627347,2059.75,1237.7542941507372,0.0062300656,0.0,0.0,1.0
40180000,1.9825934,5999.0,1237.7349971083308,0.013712645,0.0,0.0,1.0
40190000,1.9611989,3087.3333333333335,1238.3769029518962,-0.015005472,0.5,0.5,1.0
40200000,1.9501762,5173.0,1239.18650744188,0.0061600716,1.0,1.0,1.0
40210000,1.9080511,5999.0,1239.1712529820784,-0.036650453,0.0,0.0,1.0
40220000,1.9389683,5999.0,1238.902906878507,-0.03202898,-0.6666666666666666,-0.6666666666666666,1.0
40230000,1.9455875,5999.0,1238.1376208335398,-0.007978111,-1.0,-1.0,1.0
40240000,1.9651453,5999.0,1238.1376208335398,0.017990038,None,None,1.0
40250000,1.947128,4182.0,1237.7805230871807,0.035162345,0.0,0.0,1.0
40260000,1.9313554,4706.666666666667,1238.7560792937838,0.042806193,0.6666666666666666,0.6666666666666666,1.0
40270000,1.9535787,5999.0,1238.8180872082266,0.017453164,-0.5,-0.5,1.0
40280000,1.9716616,2480.0,1239.3591009107201,0.030031497,0.6666666666666666,0.6666666666666666,1.0
40290000,1.9474468,5999.0,1239.507423233029,0.0169239,0.0,0.0,1.0
40300000,1.9526049,446.0,1239.8429590432488,0.037976775,0.25,0.25,1.0
40310000,1.9859807,1855.0,1239.925781553177,0.009000434,0.0,0.0,1.0
40320000,1.9731733,1522.5,1240.391499974213,0.032646846,0.25,0.25,1.0
40330000,1.9307258,2322.0,1239.8302471460775,-0.0076675154,-0.6666666666666666,-0.6666666666666666,1.0
40340000,1.9250535,1518.0,1238.7934562797363,-0.021800356,-1.0,-1.0,1.0
40350000,1.9482254,4139.333333333333,1239.4348031886145,0.0014313243,0.5,0.5,1.0
40360000,1.939372,797.0,1240.2404811678398,0.0020377766,1.0,1.0,1.0
40370000,1.9370161,5450.333333333333,1240.219016621874,-0.0046344534,0.0,0.0,1.0
40380000,1.9328029,5786.0,1239.7149443655173,-0.0012955313,-0.3333333333333333,-0.3333333333333333,1.0
40390000,1.9797962,4412.333333333333,1240.0164674273135,-0.014898115,0.3333333333333333,0.3333333333333333,1.0
40400000,1.999313,None,None,-0.005443382,None,None,1.0
40410000,2.0028915,5999.0,1240.1528507711969,-0.0032811686,0.0,0.0,1.0
40420000,1.9792889,5999.0,1240.1381318893355,-0.008000913,0.0,0.0,1.0
40430000,1.9719846,None,None,-0.008378356,None,None,1.0
40440000,1.9699934,5999.0,1239.6131126940093,-0.0044475296,-0.3333333333333333,-0.3333333333333333,1.0
40450000,1.9635377,5999.0,1239.6078955839662,-0.0011727575,0.0,0.0,1.0
40460000,1.9894637,5311.0,1239.0872715718701,-0.000898158,-0.5,-0.5,1.0
40470000,1.9806463,5235.5,1239.572033135346,0.022645228,0.3333333333333333,0.3333333333333333,1.0
40480000,1.9107189,3597.0,1240.0248348716077,0.0019475557,0.3333333333333333,0.3333333333333333,1.0
